date      , match_type, pitch_type   , ground                                                                       , your_team   , opposition_team, bowler_name         , bowler_type       , wickets, runs , economy, overs, start_time, match_period, weather_time    , temperature_2m, relative_humidity_2m, dew_point_2m, pressure_msl, cloud_cover, wind_speed_10m, wind_direction_10m, wind_gusts_10m, precipitation
2009-06-28, ODI       , Dry          , Zohur Ahmed Chowdhury Stadium                                                , West Indies , India          , Jerome Taylor       , RightArmFast      ,     3.0,  35.0,    3.75,   9.2, 04:00:00  , day         , 2009-06-28T04:00, 25.8          ,                 93.0, 24.7        ,       1002.3,       100.0,           18.9,              156.0,           34.2,           0.7
2008-06-25, ODI       , Flat         , Eden Park                                                                    , New Zealand , England        , Jacob Oram          , RightArmMediumFast,     1.0,  46.0,    4.6 ,  10.0, 06:15:00  , day         , 2008-06-25T06:00, 10.9          ,                 63.0, 4.1         ,       1011.2,        31.0,           28.7,              237.0,           51.5,           0.0
2007-08-30, ODI       , Hard         , Bellerive Oval                                                               , India       , England        , RP Singh            , LeftArmMediumFast ,     0.0,  22.0,    3.66,   6.0, 09:00:00  , day         , 2007-08-30T09:00, 10.4          ,                 75.0, 6.2         ,       1015.3,         3.0,           13.0,              358.0,           37.1,           0.0
2006-10-29, ODI       , Hard         ," ""Sabina Park, Kingston""                                                      ", Australia   , India          , Brett Lee           , RightArmFast      ,     2.0,  54.0,    5.4 ,  10.0, 09:00:00  , day         , 2006-10-29T09:00, 28.4          ,                 78.0, 24.3        ,       1014.4,        83.0,           11.4,               79.0,           27.0,           0.0
2012-12-05, ODI       , Slow         ," ""Queen's Park Oval, Port of Spain""                                           ", West Indies , Bangladesh     , Sunil Narine        , RightArmOffBreak  ,     4.0,  37.0,    3.7 ,  10.0, 09:00:00  , day         , 2012-12-05T09:00, 26.7          ,                 83.0, 23.6        ,       1012.8,        93.0,           15.6,               75.0,           24.5,           0.3
2007-06-29, ODI       , Dry          , Nehru Stadium                                                                , South Africa, India          , Jacques Kallis      , RightArmMediumFast,     0.0,   8.0,    6.85,   1.1, 05:15:00  , day         , 2007-06-29T05:00, 25.1          ,                 93.0, 23.8        ,       1007.5,       100.0,            7.0,              305.0,           23.8,           0.4
2010-05-11, T20       , Flat         , M Chinnaswamy Stadium                                                        , India       , Sri Lanka      , Ashish Nehra        , LeftArmMediumFast ,     1.0,  44.0,   11.0 ,   4.0, 07:30:00  , day         , 2010-05-11T07:00, 24.1          ,                 86.0, 21.6        ,       1009.0,        49.0,            7.6,              251.0,           16.9,           0.0
2007-08-24, ODI       , Hard         , Adelaide Oval                                                                , England     , India          , Ravi Bopara         , RightArmMediumFast,     0.0,  27.0,    6.75,   4.0, 09:00:00  , day         , 2007-08-24T09:00, 12.0          ,                 64.0, 5.3         ,       1022.7,         0.0,           12.9,               18.0,           19.8,           0.0
2005-09-06, ODI       , Slow         , Harare Sports Club                                                           , New Zealand , India          , Shane Bond          , RightArmFast      ,     1.0,  44.0,    4.63,   9.3, 04:00:00  , day         , 2005-09-06T04:00, 14.6          ,                 52.0, 4.8         ,       1016.4,         0.0,            9.8,               66.0,           19.1,           0.0
2013-01-06, ODI       , Dry          , Dubai International Cricket Stadium                                          , Pakistan    , India          , Saeed Ajmal         , RightArmOffBreak  ,     5.0,  24.0,    2.48,   9.4, 06:30:00  , day         , 2013-01-06T06:00, 12.7          ,                 99.0, 12.5        ,       1015.0,        63.0,            7.4,              157.0,           11.2,           0.0
2013-11-24, ODI       , Green        , Himachal Pradesh Cricket Association Stadium                                 , South Africa, Pakistan       , Imran Tahir         , RightArmLegBreak  ,     0.0,  30.0,    4.28,   7.0, 05:30:00  , day         , 2013-11-24T05:00, 12.0          ,                 94.0, 11.0        ,       1015.0,         0.0,            5.8,              270.0,            9.4,           0.0
2016-12-09, ODI       , Slow         , Harare Sports Club                                                           , New Zealand , Australia      , Trent Boult         , LeftArmFast       ,     3.0,  49.0,    4.9 ,  10.0, 08:50:00  , day         , 2016-12-09T09:00, 22.7          ,                 58.0, 13.9        ,       1017.9,        32.0,           14.4,                3.0,           33.1,           0.0
2007-08-27, ODI       , Dry          , Sydney Cricket Ground                                                        , India       , England        , RP Singh            , LeftArmMediumFast ,     3.0,  55.0,    6.11,   9.0, 04:45:00  , day         , 2007-08-27T05:00, 10.4          ,                 87.0, 8.2         ,       1021.1,         0.0,            7.9,              286.0,           15.5,           0.0
2006-02-12, ODI       , Dry          , Sheikh Zayed Stadium                                                         , Pakistan    , India          , Yasir Arafat        , RightArmMediumFast,     0.0,  53.0,    5.88,   9.0, 18:30:00  , day         , 2006-02-12T18:00, 24.4          ,                 63.0, 16.9        ,       1012.5,       100.0,           18.2,              326.0,           28.4,           0.0
2010-03-14, ODI       , Slow         ," ""Sir Vivian Richards Stadium, North Sound""                                   ", Zimbabwe    , West Indies    , Timycen Maruma      , RightArmOffBreak  ,     0.0,  19.0,   11.4 ,   1.4, 04:00:00  , day         , 2010-03-14T04:00, 25.5          ,                 82.0, 22.2        ,       1012.5,        28.0,           19.1,              126.0,           25.9,           0.0
2012-03-16, ODI       , Flat         , Wankhede Stadium                                                             , Bangladesh  , India          , Mashrafe Mortaza    , RightArmMediumFast,     2.0,  44.0,    4.4 ,  10.0, 08:30:00  , day         , 2012-03-16T08:00, 23.7          ,                 68.0, 17.4        ,       1012.9,         0.0,            3.7,               11.0,           10.8,           0.0
2012-11-04, ODI       , Flat         , Kennington Oval                                                              , Sri Lanka   , New Zealand    , Thisara Perera      , RightArmMediumFast,     1.0,  52.0,    7.42,   7.0, 09:00:00  , day         , 2012-11-04T09:00, 6.6           ,                 92.0, 5.4         ,        989.8,       100.0,           25.3,              113.0,           46.4,           3.7
2012-03-16, ODI       , Hard         , Kingsmead                                                                    , Australia   , West Indies    , Clint McKay         , RightArmMediumFast,     2.0,  22.0,    4.12,   5.2, 04:00:00  , day         , 2012-03-16T04:00, 21.3          ,                 88.0, 19.2        ,       1011.1,         4.0,            8.1,               13.0,           13.7,           0.0
2011-01-23, ODI       , Hard         ," ""Sabina Park, Kingston""                                                      ", India       , South Africa   , Rohit Sharma        , RightArmOffBreak  ,     0.0,  14.0,    7.0 ,   2.0, 04:30:00  , day         , 2011-01-23T04:00, 21.6          ,                 96.0, 21.0        ,       1012.0,        60.0,            6.5,               34.0,           13.3,           0.0
2009-05-24, ODI       , Green        , AMI Stadium                                                                  , England     , West Indies    , James Anderson      , RightArmMediumFast,     0.0,  19.0,    3.16,   6.0, 05:15:00  , day         , 2009-05-24T05:00, 8.3           ,                 93.0, 7.3         ,       1026.0,       100.0,           23.0,              212.0,           45.7,           0.4
2017-10-22, ODI       , Green        , County Ground                                                                , Bangladesh  , South Africa   , Mashrafe Mortaza    , RightArmMediumFast,     0.0,  69.0,    7.66,   9.0, 04:30:00  , day         , 2017-10-22T04:00, 9.5           ,                 74.0, 5.1         ,       1004.4,       100.0,           30.1,              259.0,           55.4,           0.1
2016-12-09, ODI       , Slow         , Harare Sports Club                                                           , New Zealand , Australia      , Lockie Ferguson     , RightArmFast      ,     0.0,  50.0,    6.25,   8.0, 08:50:00  , day         , 2016-12-09T09:00, 22.7          ,                 58.0, 13.9        ,       1017.9,        32.0,           14.4,                3.0,           33.1,           0.0
2015-10-14, ODI       , Hard         , Adelaide Oval                                                                , South Africa, India          , Morne Morkel        , RightArmFast      ,     2.0,  42.0,    4.2 ,  10.0, 08:00:00  , day         , 2015-10-14T08:00, 15.3          ,                 54.0, 6.1         ,       1021.3,         0.0,           15.8,               49.0,           25.6,           0.0
2006-04-03, ODI       , Slow         , Kinrara Academy Oval                                                         , England     , India          , Ian Blackwell       , LeftArmOrthodox   ,     0.0,  42.0,    4.2 ,  10.0, 03:30:00  , day         , 2006-04-03T03:00, 24.1          ,                 98.0, 23.7        ,       1010.6,       100.0,            1.5,               14.0,            4.7,           0.0
2012-02-25, ODI       , Dry          , Shere Bangla National Stadium                                                , South Africa, New Zealand    , Dale Steyn          , RightArmFast      ,     1.0,  37.0,    4.11,   9.0, 08:30:00  , day         , 2012-02-25T08:00, 21.3          ,                 72.0, 16.1        ,       1009.0,         0.0,            6.9,              279.0,           14.8,           0.0
2011-03-18, ODI       , Dry          ," ""Sardar Patel Stadium, Motera""                                               ", New Zealand , Sri Lanka      , Nathan McCullum     , RightArmOffBreak  ,     2.0,  48.0,    4.8 ,  10.0, 09:00:00  , day         , 2011-03-18T09:00, 29.3          ,                 26.0, 7.6         ,       1009.1,         0.0,            7.5,              305.0,           16.9,           0.0
2006-04-03, ODI       , Slow         , Kinrara Academy Oval                                                         , India       , England        , Ramesh Powar        , RightArmOffBreak  ,     1.0,  45.0,    4.5 ,  10.0, 03:30:00  , day         , 2006-04-03T03:00, 24.1          ,                 98.0, 23.7        ,       1010.6,       100.0,            1.5,               14.0,            4.7,           0.0
2016-06-15, ODI       , Hard         , Melbourne Cricket Ground                                                     , South Africa, West Indies    , Chris Morris        , RightArmFast      ,     0.0,  26.0,    3.71,   7.0, 07:30:00  , day         , 2016-06-15T07:00, 5.4           ,                 96.0, 4.8         ,       1032.7,         9.0,           10.1,                4.0,           17.6,           0.0
2016-06-11, ODI       , Hard         , SuperSport Park                                                              , Zimbabwe    , India          , Tendai Chatara      , RightArmMediumFast,     1.0,  20.0,    2.85,   7.0, 03:30:00  , day         , 2016-06-11T03:00, 9.3           ,                 60.0, 1.8         ,       1020.4,        15.0,           10.6,              242.0,           15.1,           0.0
2015-10-14, ODI       , Hard         , Adelaide Oval                                                                , India       , South Africa   , Mohit Sharma        , RightArmMediumFast,     1.0,  21.0,    4.2 ,   5.0, 08:00:00  , day         , 2015-10-14T08:00, 15.3          ,                 54.0, 6.1         ,       1021.3,         0.0,           15.8,               49.0,           25.6,           0.0
2012-02-14, ODI       , Slow         ," ""Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa""               ", India       , Sri Lanka      , Rohit Sharma        , RightArmOffBreak  ,     0.0,  10.0,    5.0 ,   2.0, 08:20:00  , day         , 2012-02-14T08:00, 26.0          ,                 78.0, 21.9        ,       1012.3,       100.0,            9.3,               62.0,           19.1,           0.0
2014-03-30, T20       , Flat         , Eden Park                                                                    , India       , Australia      , Ravindra Jadeja     , LeftArmOrthodox   ,     1.0,  25.0,    6.25,   4.0, 14:00:00  , day         , 2014-03-30T14:00, 21.4          ,                 55.0, 12.0        ,       1028.6,        93.0,            7.1,              195.0,           14.8,           0.0
2010-03-02, ODI       , Hard         ," ""Kensington Oval, Bridgetown""                                                ", Bangladesh  , England        , Shafiul Islam       , RightArmMediumFast,     1.0,  55.0,    8.04,   6.5, 08:30:00  , day         , 2010-03-02T08:00, 26.7          ,                 75.0, 21.9        ,       1014.5,        89.0,           25.8,               82.0,           36.7,           0.0
2006-02-10, ODI       , Dry          , Keenan Stadium                                                               , Pakistan    , India          , Younis Khan         , RightArmLegBreak  ,     0.0,   2.0,   12.0 ,   0.1, 18:30:00  , day         , 2006-02-10T18:00, 24.6          ,                 39.0, 9.7         ,       1013.5,         8.0,            9.9,               19.0,           13.0,           0.0
2013-11-15, T20       , Dry          , Nehru Stadium                                                                , Pakistan    , South Africa   , Sohail Tanvir       , LeftArmMediumFast ,     2.0,  21.0,    5.25,   4.0, 14:30:00  , day         , 2013-11-15T14:00, 28.4          ,                 74.0, 23.3        ,       1006.9,        54.0,            5.8,              274.0,           21.6,           0.0
2010-05-23, T20       , Dry          ," ""MA Chidambaram Stadium, Chepauk""                                            ", Sri Lanka   , New Zealand    , Thisara Perera      , RightArmMediumFast,     0.0,   8.0,    4.0 ,   2.0, 06:30:00  , day         , 2010-05-23T06:00, 28.5          ,                 83.0, 25.4        ,       1003.3,        93.0,           17.0,              216.0,           26.6,           0.0
2013-02-10, ODI       , Green        , Saxton Oval                                                                  , West Indies , Australia      , Tino Best           , RightArmFast      ,     2.0,  71.0,    7.1 ,  10.0, 08:50:00  , day         , 2013-02-10T09:00, 18.4          ,                 87.0, 16.2        ,       1018.9,        55.0,            0.8,              207.0,            8.3,           0.0
2018-10-12, T20       , Dry          , Sydney Cricket Ground                                                        , Zimbabwe    , South Africa   , Chris Mpofu         , RightArmFast      ,     1.0,  31.0,    8.45,   3.4, 12:30:00  , day         , 2018-10-12T12:00, 16.9          ,                 66.0, 10.4        ,       1027.0,        82.0,           16.4,              116.0,           34.2,           0.2
2014-11-29, ODI       , Hard         , Melbourne Cricket Ground                                                     , England     , Sri Lanka      , Moeen Ali           , RightArmOffBreak  ,     1.0,  38.0,    5.42,   7.0, 04:30:00  , day         , 2014-11-29T04:00, 10.4          ,                 92.0, 9.2         ,       1017.5,        97.0,            6.0,              197.0,           10.4,           0.0
2004-12-26, ODI       , Dry          , Bangabandhu National Stadium                                                 , India       , Bangladesh     , Harbhajan Singh     , RightArmOffBreak  ,     1.0,  48.0,    6.0 ,   8.0, 18:30:00  , day         , 2004-12-26T18:00, 20.3          ,                 55.0, 11.0        ,       1012.7,         0.0,            9.3,              254.0,           11.2,           0.0
2006-02-16, ODI       , Dry          , Sheikh Zayed Stadium                                                         , India       , Pakistan       , Sachin Tendulkar    , RightArmLegBreak  ,     1.0,  27.0,    3.0 ,   9.0, 05:30:00  , day         , 2006-02-16T05:00, 20.7          ,                 41.0, 7.0         ,       1007.7,       100.0,           15.9,              175.0,           18.7,           0.0
2016-01-23, ODI       , Green        , Sophia Gardens                                                               , India       , Australia      , Ishant Sharma       , RightArmMediumFast,     2.0,  60.0,    6.0 ,  10.0, 08:50:00  , day         , 2016-01-23T09:00, 7.7           ,                 95.0, 6.9         ,       1028.6,        99.0,           13.4,              188.0,           23.4,           0.0
2010-05-28, ODI       , Dry          ," ""Sardar Patel Stadium, Motera""                                               ", Zimbabwe    , India          , Ray Price           , LeftArmOrthodox   ,     0.0,  53.0,    5.3 ,  10.0, 03:30:00  , day         , 2010-05-28T03:00, 29.1          ,                 70.0, 23.1        ,       1003.1,         3.0,           17.0,              238.0,           33.5,           0.0
2011-02-27, ODI       , Dry          , Shere Bangla National Stadium                                                , England     , India          , Tim Bresnan         , RightArmMediumFast,     5.0,  48.0,    4.8 ,  10.0, 09:00:00  , day         , 2011-02-27T09:00, 24.5          ,                 54.0, 14.5        ,       1015.3,         0.0,            8.9,              346.0,           18.7,           0.0
2006-04-19, ODI       , Hard         , Kingsmead                                                                    , India       , Pakistan       , Sreesanth           , RightArmMediumFast,     1.0,  30.0,    4.09,   7.2, 11:00:00  , day         , 2006-04-19T11:00, 21.2          ,                 69.0, 15.3        ,       1024.6,        94.0,           18.8,               29.0,           33.8,           0.0
2011-02-02, ODI       , Green        , Clontarf Cricket Club Ground                                                 , Australia   , England        , Brett Lee           , RightArmFast      ,     1.0,  66.0,    7.33,   9.0, 08:50:00  , day         , 2011-02-02T09:00, 9.6           ,                 88.0, 7.8         ,       1013.9,       100.0,           29.0,              207.0,           58.7,           0.0
2013-11-08, ODI       , Slow         , Harare Sports Club                                                           , South Africa, Pakistan       , Imran Tahir         , RightArmLegBreak  ,     1.0,  51.0,    6.37,   8.0, 09:30:00  , day         , 2013-11-08T09:00, 26.7          ,                 41.0, 12.4        ,       1013.7,        42.0,           16.4,               40.0,           36.7,           0.0
2015-03-21, ODI       , Slow         ," ""Warner Park, Basseterre""                                                    ", West Indies , New Zealand    , Andre Russell       , RightArmFast      ,     2.0,  96.0,    9.6 ,  10.0, 08:30:00  , day         , 2015-03-21T08:00, 24.7          ,                 72.0, 19.4        ,       1016.3,        17.0,           20.5,               75.0,           32.8,           0.0
2014-08-21, ODI       , Dry          , Sharjah Cricket Stadium                                                      , Zimbabwe    , South Africa   , Prosper Utseya      , RightArmOffBreak  ,     0.0,  36.0,    6.0 ,   6.0, 04:00:00  , day         , 2014-08-21T04:00, 29.0          ,                 85.0, 26.2        ,       1001.5,         1.0,            9.0,              157.0,           13.0,           0.0
2006-02-06, ODI       , Dry          , Keenan Stadium                                                               , Pakistan    , India          , Mohammad Asif       , RightArmMediumFast,     3.0,  30.0,    3.1 ,   9.4, 04:00:00  , day         , 2006-02-06T04:00, 13.4          ,                 81.0, 10.2        ,       1015.9,         0.0,            5.1,              309.0,            7.6,           0.0
2014-01-31, ODI       , Green        , Saxton Oval                                                                  , New Zealand , India          , Nathan McCullum     , RightArmOffBreak  ,     1.0,  33.0,    3.3 ,  10.0, 08:30:00  , day         , 2014-01-31T08:00, 15.8          ,                 91.0, 14.3        ,       1018.1,        45.0,            2.2,               81.0,            9.0,           0.0
2017-10-10, T20       , Green        , The Rose Bowl                                                                , Australia   , India          , Andrew Tye          , RightArmMediumFast,     1.0,  30.0,    7.5 ,   4.0, 13:30:00  , day         , 2017-10-10T13:00, 16.4          ,                 80.0, 12.8        ,       1015.8,       100.0,           22.4,              237.0,           46.1,           0.0
2014-10-07, ODI       , Green        , Saxton Oval                                                                  , Australia   , Pakistan       , Mitchell Johnson    , LeftArmFast       ,     3.0,  24.0,    3.42,   7.0, 09:30:00  , day         , 2014-10-07T09:00, 8.6           ,                 71.0, 3.6         ,       1013.8,         0.0,           13.8,              221.0,           29.9,           0.0
2005-11-03, ODI       , Dry          , Nehru Stadium                                                                , India       , Sri Lanka      , Harbhajan Singh     , RightArmOffBreak  ,     1.0,  35.0,    3.5 ,  10.0, 03:30:00  , day         , 2005-11-03T03:00, 24.2          ,                 92.0, 22.8        ,       1010.8,        99.0,            2.2,               90.0,           10.1,           0.6
2012-12-26, T20       , Green        , The Rose Bowl                                                                , South Africa, New Zealand    , Aaron Phangiso      , LeftArmOrthodox   ,     3.0,  25.0,    6.25,   4.0, 09:00:00  , day         , 2012-12-26T09:00, 7.5           ,                 87.0, 5.5         ,       1008.4,        80.0,           20.2,              248.0,           36.7,           0.0
2007-01-21, ODI       , Slow         ," ""National Cricket Stadium, St George's""                                      ", West Indies , India          , Ian Bradshaw        , LeftArmMediumFast ,     0.0,  43.0,    7.16,   6.0, 03:30:00  , day         , 2007-01-21T03:00, 25.9          ,                 77.0, 21.6        ,       1014.1,        12.0,           29.0,               63.0,           38.9,           0.0
2014-12-13, ODI       , Hard         , New Wanderers Stadium                                                        , England     , Sri Lanka      , Ravi Bopara         , RightArmMediumFast,     0.0,  19.0,    6.33,   3.0, 04:30:00  , day         , 2014-12-13T04:00, 14.7          ,                 81.0, 11.5        ,       1015.0,       100.0,            2.5,                8.0,            8.3,           0.0
2008-06-10, ODI       , Dry          , R Premadasa Stadium                                                          , Pakistan    , India          , Younis Khan         , RightArmLegBreak  ,     0.0,   2.0,    2.0 ,   1.0, 09:30:00  , day         , 2008-06-10T09:00, 28.5          ,                 76.0, 23.9        ,       1010.4,       100.0,            4.8,              222.0,           19.1,           0.0
2015-03-18, ODI       , Slow         , Providence Stadium                                                           , South Africa, Sri Lanka      , Imran Tahir         , RightArmLegBreak  ,     4.0,  26.0,    3.12,   8.2, 09:00:00  , day         , 2015-03-18T09:00, 25.1          ,                 88.0, 22.9        ,       1014.3,       100.0,           18.0,               70.0,           30.2,           0.4
2011-01-29, ODI       , Green        , Headingley                                                                   , Pakistan    , New Zealand    , Sohail Tanvir       , LeftArmMediumFast ,     2.0,  56.0,    5.6 ,  10.0, 08:30:00  , day         , 2011-01-29T08:00, -2.5          ,                 93.0, -3.5        ,       1025.2,        54.0,            6.5,              341.0,           11.9,           0.0
2009-07-26, ODI       , Slow         ," ""Arnos Vale Ground, Kingstown""                                               ", West Indies , Bangladesh     , Daren Sammy         , RightArmMediumFast,     0.0,  48.0,    5.33,   9.0, 04:00:00  , day         , 2009-07-26T04:00, 27.3          ,                 78.0, 23.1        ,       1013.7,        93.0,           27.5,               85.0,           38.5,           0.0
2016-06-22, T20       , Green        , Seddon Park                                                                  , Zimbabwe    , India          , Neville Madziva     , RightArmMediumFast,     1.0,  32.0,    8.0 ,   4.0, 07:30:00  , day         , 2016-06-22T07:00, 14.6          ,                 92.0, 13.4        ,       1015.2,        99.0,           22.5,               22.0,           40.3,           1.0
2009-07-31, ODI       , Flat         , Eden Park                                                                    , Bangladesh  , West Indies    , Shakib Al Hasan     , LeftArmOrthodox   ,     0.0,  28.0,    2.89,   9.4, 04:00:00  , day         , 2009-07-31T04:00, 10.2          ,                 85.0, 7.8         ,       1017.7,        52.0,           14.1,              267.0,           22.3,           0.0
2016-04-03, T20       , Hard         , Mangaung Oval                                                                , England     , West Indies    , Joe Root            , RightArmOffBreak  ,     2.0,   9.0,    9.0 ,   1.0, 13:30:00  , day         , 2016-04-03T13:00, 28.5          ,                 16.0, 0.3         ,       1018.3,         1.0,           10.5,              322.0,           27.0,           0.0
2016-02-09, ODI       , Flat         , Kennington Oval                                                              , South Africa, England        , Farhaan Behardien   , RightArmMediumFast,     0.0,  13.0,    6.5 ,   2.0, 08:00:00  , day         , 2016-02-09T08:00, 4.0           ,                 89.0, 2.3         ,        986.3,       100.0,            9.2,              206.0,           22.0,           0.2
2017-06-10, ODI       , Dry          , Dubai International Cricket Stadium                                          , England     , Australia      , Adil Rashid         , RightArmLegBreak  ,     4.0,  41.0,    4.1 ,  10.0, 05:00:00  , day         , 2017-06-10T05:00, 25.4          ,                 86.0, 23.0        ,       1000.9,         0.0,           11.4,              193.0,           14.8,           0.0
2010-05-06, T20       , Dry          ," ""MA Chidambaram Stadium, Chepauk""                                            ", Pakistan    , England        , Abdul Razzaq        , RightArmMediumFast,     1.0,  22.0,    7.33,   3.0, 04:00:00  , day         , 2010-05-06T04:00, 28.5          ,                 90.0, 26.7        ,       1003.9,        14.0,            9.8,              204.0,           17.6,           0.0
2010-03-11, ODI       , Slow         ," ""Beausejour Stadium, Gros Islet""                                             ", New Zealand , Australia      , Daryl Tuffey        , RightArmMediumFast,     0.0,  38.0,    7.6 ,   5.0, 08:30:00  , day         , 2010-03-11T08:00, 26.5          ,                 75.0, 21.8        ,       1013.3,        18.0,           18.1,              107.0,           37.8,           0.0
2018-09-23, ODI       , Dry          , Sydney Cricket Ground                                                        , Pakistan    , India          , Shadab Khan         , RightArmLegBreak  ,     0.0,  54.0,    6.75,   8.0, 10:00:00  , day         , 2018-09-23T10:00, 17.5          ,                 69.0, 11.6        ,       1025.7,        90.0,           20.1,              190.0,           41.8,           0.0
2017-01-15, ODI       , Slow         , Greenfield International Stadium                                             , India       , England        , Ravindra Jadeja     , LeftArmOrthodox   ,     1.0,  50.0,    5.0 ,  10.0, 08:00:00  , day         , 2017-01-15T08:00, 26.4          ,                 55.0, 16.7        ,       1014.3,        76.0,            5.9,              194.0,           15.1,           0.0
2005-04-04, ODI       , Dry          , Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium                          , Pakistan    , India          , Abdul Razzaq        , RightArmMediumFast,     0.0,  55.0,    5.5 ,  10.0, 18:30:00  , day         , 2005-04-04T18:00, 28.7          ,                 72.0, 23.3        ,       1010.2,        55.0,           15.5,              176.0,           27.7,           0.0
2011-01-18, ODI       , Slow         ," ""Queen's Park Oval, Port of Spain""                                           ", South Africa, India          , Jean-Paul Duminy    , RightArmOffBreak  ,     1.0,   9.0,    4.5 ,   2.0, 09:00:00  , day         , 2011-01-18T09:00, 25.5          ,                 80.0, 21.8        ,       1014.4,        21.0,           22.0,              100.0,           41.0,           0.0
2013-11-06, ODI       , Green        , Headingley                                                                   , Pakistan    , South Africa   , Shahid Afridi       , RightArmLegBreak  ,     2.0,  41.0,    4.1 ,  10.0, 09:30:00  , day         , 2013-11-06T09:00, 7.2           ,                 86.0, 5.1         ,        996.6,        93.0,           16.8,              242.0,           32.4,           0.0
2009-06-26, ODI       , Dry          , Zohur Ahmed Chowdhury Stadium                                                , West Indies , India          , Sulieman Benn       , LeftArmOrthodox   ,     0.0,  50.0,    5.0 ,  10.0, 04:00:00  , day         , 2009-06-26T04:00, 26.8          ,                 86.0, 24.3        ,       1001.5,       100.0,           19.3,              151.0,           33.8,           0.1
2013-07-11, ODI       , Flat         , Kennington Oval                                                              , India       , Sri Lanka      , Vinay Kumar         , RightArmMediumFast,     0.0,  15.0,    2.5 ,   6.0, 04:00:00  , day         , 2013-07-11T04:00, 11.8          ,                 73.0, 7.2         ,       1025.8,        99.0,           14.5,               35.0,           26.6,           0.0
2009-08-02, T20       , Slow         ," ""Arnos Vale Ground, Kingstown""                                               ", Bangladesh  , West Indies    , Nazmul Hossain      , RightArmMediumFast,     1.0,  15.0,    7.5 ,   2.0, 08:30:00  , day         , 2009-08-02T08:00, 27.1          ,                 83.0, 23.9        ,       1014.4,        24.0,           23.2,               74.0,           32.0,           0.1
2006-04-03, ODI       , Slow         , Kinrara Academy Oval                                                         , India       , England        , Yuvraj Singh        , LeftArmOrthodox   ,     0.0,  19.0,    6.33,   3.0, 03:30:00  , day         , 2006-04-03T03:00, 24.1          ,                 98.0, 23.7        ,       1010.6,       100.0,            1.5,               14.0,            4.7,           0.0
2017-12-20, ODI       , Green        , Old Trafford                                                                 , West Indies , New Zealand    , Shannon Gabriel     , RightArmFast      ,     0.0,  57.0,    5.7 ,  10.0, 05:30:00  , day         , 2017-12-20T05:00, 8.2           ,                 97.0, 7.8         ,       1032.2,       100.0,            7.9,              196.0,           13.7,           0.0
2008-06-12, ODI       , Hard         ," ""Brisbane Cricket Ground, Woolloongabba""                                     ", India       , Bangladesh     , Praveen Kumar       , RightArmMediumFast,     1.0,  32.0,    3.2 ,  10.0, 09:30:00  , day         , 2008-06-12T09:00, 15.8          ,                 95.0, 15.0        ,       1024.5,       100.0,            3.7,              241.0,           12.6,           0.0
2012-11-06, ODI       , Green        , Sophia Gardens                                                               , New Zealand , Sri Lanka      , Trent Boult         , LeftArmFast       ,     0.0,  29.0,    5.8 ,   5.0, 09:00:00  , day         , 2012-11-06T09:00, 5.5           ,                 90.0, 4.1         ,       1022.4,        98.0,           12.5,              282.0,           20.5,           0.0
2006-05-26, ODI       , Hard         , SuperSport Park                                                              , West Indies , India          , Dwayne Bravo        , RightArmMediumFast,     3.0,  32.0,    6.4 ,   5.0, 04:00:00  , day         , 2006-05-26T04:00, 4.1           ,                 65.0, -2.0        ,       1022.8,         0.0,            9.6,              214.0,           12.2,           0.0
2008-06-26, ODI       , Slow         , Providence Stadium                                                           , Pakistan    , India          , Shahid Afridi       , RightArmLegBreak  ,     1.0,  64.0,    6.4 ,  10.0, 10:30:00  , day         , 2008-06-26T10:00, 25.1          ,                 87.0, 22.7        ,       1013.8,        81.0,            5.0,              201.0,           18.7,           0.4
2010-03-14, ODI       , Flat         , Central Broward Regional Park Stadium Turf Ground                            , West Indies , Zimbabwe       , Sulieman Benn       , LeftArmOrthodox   ,     1.0,  26.0,    2.6 ,  10.0, 04:00:00  , day         , 2010-03-14T04:00, 15.1          ,                 79.0, 11.4        ,       1009.6,        13.0,           13.8,              223.0,           22.3,           0.0
2008-06-25, ODI       , Flat         , Eden Park                                                                    , New Zealand , England        , Grant Elliott       , RightArmMediumFast,     0.0,  12.0,    6.0 ,   2.0, 06:15:00  , day         , 2008-06-25T06:00, 10.9          ,                 63.0, 4.1         ,       1011.2,        31.0,           28.7,              237.0,           51.5,           0.0
2012-02-25, ODI       , Dry          , Shere Bangla National Stadium                                                , South Africa, New Zealand    , Jean-Paul Duminy    , RightArmOffBreak  ,     0.0,  22.0,    4.4 ,   5.0, 08:30:00  , day         , 2012-02-25T08:00, 21.3          ,                 72.0, 16.1        ,       1009.0,         0.0,            6.9,              279.0,           14.8,           0.0
2014-05-31, ODI       , Flat         , Kennington Oval                                                              , England     , Sri Lanka      , Ravi Bopara         , RightArmMediumFast,     0.0,  36.0,    9.0 ,   4.0, 05:00:00  , day         , 2014-05-31T05:00, 8.5           ,                 98.0, 8.2         ,       1025.3,        35.0,            5.8,               22.0,            9.4,           0.0
